Generation,BestCandidate, Average, WorstCandidate
4005, 0.7, 0.6925333, 0
4010, 0.7, 0.6959999, 0
4015, 0.7, 0.6975999, 0
4020, 0.7, 0.6879999, 0
4025, 0.7, 0.6690666, 0
4030, 0.7, 0.6999999, 0
4035, 0.7, 0.6999999, 0
4040, 0.7, 0.6991999, 0
4045, 0.7, 0.6999999, 0
4050, 0.7, 0.6943999, 0
4055, 0.7, 0.6879999, 0
4060, 0.7, 0.6999999, 0
4065, 0.7, 0.6813332, 0
4070, 0.7, 0.6629333, 0
4075, 0.7, 0.6824, 0
4080, 0.7, 0.6632, 0
4085, 0.7, 0.6999999, 0
4090, 0.7, 0.6999999, 0
4095, 0.7, 0.6544, 0
4100, 0.7, 0.6200001, 0
4105, 0.7, 0.6584, 0
4110, 0.7, 0.6957332, 0
4115, 0.7, 0.6770666, 0
4120, 0.7, 0.6957332, 0
4125, 0.7, 0.6999999, 0
4130, 0.7, 0.6999999, 0
4135, 0.7, 0.6829333, 0
4140, 0.7, 0.6829332, 0
4145, 0.7, 0.6999999, 0
4150, 0.7, 0.6941332, 0
4155, 0.7, 0.6994666, 0
4160, 0.7, 0.6994666, 0
4165, 0.7, 0.6354666, 0
4170, 0.7, 0.6999999, 0
4175, 0.7, 0.6733332, 0
4180, 0.7, 0.6999999, 0
4185, 0.7, 0.6999999, 0
4190, 0.7, 0.6975998, 0
4195, 0.7, 0.6970666, 0
4200, 0.7, 0.6138666, 0
4205, 0.7, 0.6562666, 0
4210, 0.7, 0.6344, 0
4215, 0.7, 0.6562666, 0
4220, 0.7, 0.6344, 0
4225, 0.7, 0.6999999, 0
4230, 0.7, 0.6664, 0
4235, 0.7, 0.6781332, 0
4240, 0.7, 0.6890666, 0
4245, 0.7, 0.6685333, 0
4250, 0.7, 0.6895999, 0
4255, 0.7, 0.6917333, 0
4260, 0.7, 0.6983998, 0
4265, 0.7, 0.6909332, 0
4270, 0.7, 0.6989332, 0
4275, 0.7, 0.6906666, 0
4280, 0.7, 0.6637332, 0
4285, 0.7, 0.66, 0
4290, 0.7, 0.6925333, 0
4295, 0.7, 0.6413333, 0
4300, 0.7, 0.6776, 0
4305, 0.7, 0.6994666, 0
4310, 0.7, 0.6664, 0
4315, 0.7, 0.6999999, 0
4320, 0.7, 0.6999999, 0
4325, 0.7, 0.6834667, 0
4330, 0.7, 0.6999999, 0
4335, 0.7, 0.6978666, 0
4340, 0.7, 0.6999999, 0
4345, 0.7, 0.6829332, 0
4350, 0.7, 0.6951999, 0
4355, 0.7, 0.6511999, 0
4360, 0.7, 0.6448, 0
4365, 0.7, 0.6999999, 0
4370, 0.7, 0.6999999, 0
4375, 0.7, 0.6842665, 0
4380, 0.7, 0.6983999, 0
4385, 0.7, 0.6725332, 0
4390, 0.7, 0.6685332, 0
4395, 0.7, 0.6978666, 0
4400, 0.7, 0.6605332, 0
4405, 0.7, 0.636, 0
4410, 0.7, 0.6610666, 0
4415, 0.7, 0.6370666, 0
4420, 0.7, 0.6765333, 0
4425, 0.7, 0.6632001, 0
4430, 0.7, 0.6632, 0
4435, 0.7, 0.6999999, 0
4440, 0.7, 0.6978666, 0
4445, 0.7, 0.6754666, 0
4450, 0.7, 0.6741332, 0
4455, 0.7, 0.6733332, 0
4460, 0.7, 0.6989332, 0
4465, 0.7, 0.6999999, 0
4470, 0.7, 0.6733332, 0
4475, 0.7, 0.648, 0
4480, 0.7, 0.6544, 0
4485, 0.7, 0.6661333, 0
4490, 0.7, 0.6642666, 0
4495, 0.7, 0.6999999, 0
4500, 0.7, 0.6999999, 0
4505, 0.7, 0.6554666, 0
4510, 0.7, 0.6999999, 0
4515, 0.7, 0.6999999, 0
4520, 0.7, 0.6682667, 0
4525, 0.7, 0.6701334, 0
4530, 0.7, 0.6989333, 0
4535, 0.7, 0.6770667, 0
4540, 0.7, 0.5824, 0
4545, 0.7, 0.6359999, 0
4550, 0.7, 0.6703999, 0
4555, 0.7, 0.6485332, 0
4560, 0.7, 0.6935999, 0
4565, 0.7, 0.6871999, 0
4570, 0.7, 0.6829332, 0
4575, 0.7, 0.6999999, 0
4580, 0.7, 0.6341333, 0
4585, 0.7, 0.6775999, 0
4590, 0.7, 0.6637333, 0
4595, 0.7, 0.6999999, 0
4600, 0.7, 0.6983999, 0
4605, 0.7, 0.6647999, 0
4610, 0.7, 0.6645333, 0
4615, 0.7, 0.6626666, 0
4620, 0.7, 0.6999999, 0
4625, 0.7, 0.6957332, 0
4630, 0.7, 0.6757333, 0
4635, 0.7, 0.6493333, 0
4640, 0.7, 0.6850666, 0
4645, 0.7, 0.6888, 0
4650, 0.7, 0.6605334, 0
4655, 0.7, 0.6530666, 0
4660, 0.7, 0.6938666, 0
4665, 0.7, 0.6999999, 0
4670, 0.7, 0.6736, 0
4675, 0.7, 0.6538666, 0
4680, 0.7, 0.6778666, 0
4685, 0.7, 0.6984, 0
4690, 0.7, 0.6973333, 0
4695, 0.7, 0.6999999, 0
4700, 0.7, 0.6994666, 0
4705, 0.7, 0.6978666, 0
4710, 0.7, 0.6994666, 0
4715, 0.7, 0.6999999, 0
4720, 0.7, 0.6999999, 0
4725, 0.7, 0.6674665, 0
4730, 0.7, 0.6733332, 0
4735, 0.7, 0.6853333, 0
4740, 0.7, 0.6874666, 0
4745, 0.7, 0.6999999, 0
4750, 0.7, 0.6938666, 0
4755, 0.7, 0.6624, 0
4760, 0.7, 0.6717333, 0
4765, 0.7, 0.6981332, 0
4770, 0.7, 0.6773332, 0
4775, 0.7, 0.6999999, 0
4780, 0.7, 0.6999999, 0
4785, 0.7, 0.6965332, 0
4790, 0.7, 0.6999999, 0
4795, 0.7, 0.6989332, 0
4800, 0.7, 0.6922666, 0
4805, 0.7, 0.6386665, 0
4810, 0.7, 0.6967999, 0
4815, 0.7, 0.6607999, 0
4820, 0.7, 0.6562666, 0
4825, 0.7, 0.6999999, 0
4830, 0.7, 0.6514666, 0
4835, 0.7, 0.6994666, 0
4840, 0.7, 0.6829333, 0
4845, 0.7, 0.6999999, 0
4850, 0.7, 0.6925333, 0
4855, 0.7, 0.6701333, 0
4860, 0.7, 0.6295999, 0
4865, 0.7, 0.6802665, 0
4870, 0.7, 0.6999999, 0
4875, 0.7, 0.6999999, 0
4880, 0.7, 0.6858665, 0
4885, 0.7, 0.6999999, 0
4890, 0.7, 0.6799999, 0
4895, 0.7, 0.6983999, 0
4900, 0.7, 0.6962666, 0
4905, 0.7, 0.6658666, 0
4910, 0.7, 0.6765333, 0
4915, 0.7, 0.692, 0
4920, 0.7, 0.6967999, 0
4925, 0.7, 0.6685333, 0
4930, 0.7, 0.6685332, 0
4935, 0.7, 0.6983999, 0
4940, 0.7, 0.6999999, 0
4945, 0.7, 0.6978666, 0
4950, 0.7, 0.6877333, 0
4955, 0.7, 0.6999999, 0
4960, 0.7, 0.6999999, 0
4965, 0.7, 0.6978666, 0
4970, 0.7, 0.6781332, 0
4975, 0.7, 0.6890666, 0
4980, 0.7, 0.6999999, 0
4985, 0.7, 0.6999999, 0
4990, 0.7, 0.6991999, 0
4995, 0.7, 0.6999999, 0
5000, 0.7, 0.6973333, 0
5005, 0.7, 0.6999999, 0
5010, 0.7, 0.6842665, 0
5015, 0.7, 0.6978666, 0
5020, 0.7, 0.6208001, 0
5025, 0.7, 0.6957332, 0
5030, 0.7, 0.6999999, 0
5035, 0.7, 0.6999999, 0
5040, 0.7, 0.6999999, 0
5045, 0.7, 0.6655999, 0
5050, 0.7, 0.6466666, 0
5055, 0.7, 0.6869332, 0
5060, 0.7, 0.6562666, 0
5065, 0.7, 0.6882666, 0
5070, 0.7, 0.6370666, 0
5075, 0.7, 0.6685333, 0
5080, 0.7, 0.6605333, 0
5085, 0.7, 0.568, 0
5090, 0.7, 0.6738666, 0
5095, 0.7, 0.6815999, 0
5100, 0.7, 0.6562666, 0
5105, 0.7, 0.6698666, 0
5110, 0.7, 0.668, 0
5115, 0.7, 0.6826665, 0
5120, 0.7, 0.6999999, 0
5125, 0.7, 0.6887999, 0
5130, 0.7, 0.6999999, 0
5135, 0.7, 0.6999999, 0
5140, 0.7, 0.6786667, 0
5145, 0.7, 0.6978666, 0
5150, 0.7, 0.6999999, 0
5155, 0.7, 0.6213332, 0
5160, 0.7, 0.6999999, 0
5165, 0.7, 0.6967999, 0
5170, 0.7, 0.6957332, 0
5175, 0.7, 0.6999999, 0
5180, 0.7, 0.6527999, 0
5185, 0.7, 0.6919999, 0
5190, 0.7, 0.6674666, 0
5195, 0.7, 0.6741332, 0
5200, 0.7, 0.6693333, 0
5205, 0.7, 0.6999999, 0
5210, 0.7, 0.6978666, 0
5215, 0.7, 0.6999999, 0
5220, 0.7, 0.6823999, 0
5225, 0.7, 0.6562666, 0
5230, 0.7, 0.6711999, 0
5235, 0.7, 0.6655999, 0
5240, 0.7, 0.6999999, 0
5245, 0.7, 0.6999999, 0
5250, 0.7, 0.6999999, 0
5255, 0.7, 0.6759999, 0
5260, 0.7, 0.6965333, 0
5265, 0.7, 0.6989332, 0
5270, 0.7, 0.6999999, 0
5275, 0.7, 0.6983998, 0
5280, 0.7, 0.6999999, 0
5285, 0.7, 0.6781332, 0
5290, 0.7, 0.6999999, 0
5295, 0.7, 0.6999999, 0
5300, 0.7, 0.6999999, 0
5305, 0.7, 0.6999999, 0
5310, 0.7, 0.6522666, 0
5315, 0.7, 0.6927999, 0
5320, 0.7, 0.6967999, 0
5325, 0.7, 0.6957332, 0
5330, 0.7, 0.6999999, 0
5335, 0.7, 0.6973333, 0
5340, 0.7, 0.6968, 0
5345, 0.7, 0.6967999, 0
5350, 0.7, 0.6999999, 0
5355, 0.7, 0.6999999, 0
5360, 0.7, 0.6674666, 0
5365, 0.7, 0.6989332, 0
5370, 0.7, 0.6402666, 0
5375, 0.7, 0.6999999, 0
5380, 0.7, 0.6978666, 0
5385, 0.7, 0.6466666, 0
5390, 0.7, 0.6933333, 0
5395, 0.7, 0.5570667, 0
5400, 0.7, 0.6962665, 0
5405, 0.7, 0.6983999, 0
5410, 0.7, 0.6925333, 0
5415, 0.7, 0.6999999, 0
5420, 0.7, 0.6773332, 0
5425, 0.7, 0.6853333, 0
5430, 0.7, 0.6536, 0
5435, 0.7, 0.6999999, 0
5440, 0.7, 0.6834666, 0
5445, 0.7, 0.6541333, 0
5450, 0.7, 0.6994666, 0
5455, 0.7, 0.6999999, 0
5460, 0.7, 0.6370665, 0
5465, 0.7, 0.62, 0
5470, 0.7, 0.6922666, 0
5475, 0.7, 0.6797333, 0
5480, 0.7, 0.6671999, 0
5485, 0.7, 0.6703999, 0
5490, 0.7, 0.6999999, 0
5495, 0.7, 0.6890666, 0
5500, 0.7, 0.6999999, 0
5505, 0.7, 0.6919999, 0
5510, 0.7, 0.6946666, 0
5515, 0.7, 0.6775999, 0
5520, 0.7, 0.6893332, 0
5525, 0.7, 0.6973333, 0
5530, 0.7, 0.6999999, 0
5535, 0.7, 0.6685332, 0
5540, 0.7, 0.6973333, 0
5545, 0.7, 0.6917334, 0
5550, 0.7, 0.6845332, 0
5555, 0.7, 0.6914666, 0
5560, 0.7, 0.6893333, 0
5565, 0.7, 0.6384, 0
5570, 0.7, 0.6925333, 0
5575, 0.7, 0.6999999, 0
5580, 0.7, 0.6973333, 0
5585, 0.7, 0.6871999, 0
5590, 0.7, 0.6941332, 0
5595, 0.7, 0.6999999, 0
5600, 0.7, 0.6999999, 0
5605, 0.7, 0.6999999, 0
5610, 0.7, 0.6999999, 0
5615, 0.7, 0.6858665, 0
5620, 0.7, 0.6991999, 0
5625, 0.7, 0.6370666, 0
5630, 0.7, 0.6826666, 0
5635, 0.7, 0.6901333, 0
5640, 0.7, 0.6581333, 0
5645, 0.7, 0.6693333, 0
5650, 0.7, 0.6709334, 0
5655, 0.7, 0.6778666, 0
5660, 0.7, 0.6999999, 0
5665, 0.7, 0.6991999, 0
5670, 0.7, 0.6954666, 0
5675, 0.7, 0.6999999, 0
5680, 0.7, 0.6999999, 0
5685, 0.7, 0.6818666, 0
5690, 0.7, 0.6999999, 0
5695, 0.7, 0.6973332, 0
5700, 0.7, 0.6999999, 0
5705, 0.7, 0.6733332, 0
5710, 0.7, 0.6834666, 0
5715, 0.7, 0.6967999, 0
5720, 0.7, 0.6791999, 0
5725, 0.7, 0.6999999, 0
5730, 0.7, 0.6762666, 0
5735, 0.7, 0.6749333, 0
5740, 0.7, 0.6978666, 0
5745, 0.7, 0.6733332, 0
5750, 0.7, 0.6999999, 0
5755, 0.7, 0.6999999, 0
5760, 0.7, 0.6525333, 0
5765, 0.7, 0.6338665, 0
5770, 0.7, 0.6887999, 0
5775, 0.7, 0.6999999, 0
5780, 0.7, 0.6999999, 0
5785, 0.7, 0.6999999, 0
5790, 0.7, 0.6685333, 0
5795, 0.7, 0.6743999, 0
5800, 0.7, 0.6514666, 0
5805, 0.7, 0.6973333, 0
5810, 0.7, 0.6848, 0
5815, 0.7, 0.6999999, 0
5820, 0.7, 0.6999999, 0
5825, 0.7, 0.6954666, 0
5830, 0.7, 0.6999999, 0
5835, 0.7, 0.6802666, 0
5840, 0.7, 0.6983999, 0
5845, 0.7, 0.6999999, 0
5850, 0.7, 0.6999999, 0
5855, 0.7, 0.6999999, 0
5860, 0.7, 0.6663999, 0
5865, 0.7, 0.6906666, 0
5870, 0.7, 0.6682666, 0
5875, 0.7, 0.6935999, 0
5880, 0.7, 0.6807999, 0
5885, 0.7, 0.6626666, 0
5890, 0.7, 0.6999999, 0
5895, 0.7, 0.6978666, 0
5900, 0.7, 0.6733332, 0
5905, 0.7, 0.6999999, 0
5910, 0.7, 0.6874666, 0
5915, 0.7, 0.6701333, 0
5920, 0.7, 0.6397333, 0
5925, 0.7, 0.6999999, 0
5930, 0.7, 0.6949332, 0
5935, 0.7, 0.6999999, 0
5940, 0.7, 0.6978666, 0
5945, 0.7, 0.6999999, 0
5950, 0.7, 0.6999999, 0
5955, 0.7, 0.6453333, 0
5960, 0.7, 0.6999999, 0
5965, 0.7, 0.5909332, 0
5970, 0.7, 0.6922665, 0
5975, 0.7, 0.6999999, 0
5980, 0.7, 0.6781332, 0
5985, 0.7, 0.6562666, 0
5990, 0.7, 0.6437333, 0
5995, 0.7, 0.6999999, 0
6000, 0.7, 0.6999999, 0
6005, 0.7, 0.6807999, 0
6010, 0.7, 0.6999999, 0
6015, 0.7, 0.6999999, 0
6020, 0.7, 0.6999999, 0
6025, 0.7, 0.6999999, 0
6030, 0.7, 0.6597332, 0
6035, 0.7, 0.6999999, 0
6040, 0.7, 0.6994666, 0
6045, 0.7, 0.6999999, 0
6050, 0.7, 0.6999999, 0
6055, 0.7, 0.6999999, 0
6060, 0.7, 0.6917333, 0
6065, 0.7, 0.6975999, 0
6070, 0.7, 0.6999999, 0
6075, 0.7, 0.6861333, 0
6080, 0.7, 0.6999999, 0
6085, 0.7, 0.6733333, 0
6090, 0.7, 0.6229333, 0
6095, 0.7, 0.6983999, 0
6100, 0.7, 0.6983999, 0
6105, 0.7, 0.6999999, 0
6110, 0.7, 0.6714666, 0
6115, 0.7, 0.6983998, 0
6120, 0.7, 0.6912, 0
6125, 0.7, 0.6663999, 0
6130, 0.7, 0.6994666, 0
6135, 0.7, 0.6701332, 0
6140, 0.7, 0.6685332, 0
6145, 0.7, 0.6781332, 0
6150, 0.7, 0.6861333, 0
6155, 0.7, 0.6685333, 0
6160, 0.7, 0.6999999, 0
6165, 0.7, 0.6978666, 0
6170, 0.7, 0.6645333, 0
6175, 0.7, 0.6989333, 0
6180, 0.7, 0.6994666, 0
6185, 0.7, 0.6834666, 0
6190, 0.7, 0.6938666, 0
6195, 0.7, 0.6989332, 0
6200, 0.7, 0.6890666, 0
6205, 0.7, 0.6999999, 0
6210, 0.7, 0.6999999, 0
6215, 0.7, 0.6999999, 0
6220, 0.7, 0.6826666, 0
6225, 0.7, 0.6989332, 0
6230, 0.7, 0.6610667, 0
6235, 0.7, 0.6733332, 0
6240, 0.7, 0.6999999, 0
6245, 0.7, 0.6999999, 0
6250, 0.7, 0.6898666, 0
6255, 0.7, 0.6623999, 0
6260, 0.7, 0.696, 0
6265, 0.7, 0.6874666, 0
6270, 0.7, 0.6562666, 0
6275, 0.7, 0.6562666, 0
6280, 0.7, 0.6978666, 0
6285, 0.7, 0.6999999, 0
6290, 0.7, 0.6850665, 0
6295, 0.7, 0.6999999, 0
6300, 0.7, 0.6999999, 0
6305, 0.7, 0.6999999, 0
6310, 0.7, 0.6999999, 0
6315, 0.7, 0.6999999, 0
6320, 0.7, 0.6197333, 0
6325, 0.7, 0.6685332, 0
6330, 0.7, 0.6941333, 0
6335, 0.7, 0.6882666, 0
6340, 0.7, 0.6642666, 0
6345, 0.7, 0.6749334, 0
6350, 0.7, 0.6927999, 0
6355, 0.7, 0.6991999, 0
6360, 0.7, 0.6999999, 0
6365, 0.7, 0.6967999, 0
6370, 0.7, 0.6821333, 0
6375, 0.7, 0.6541334, 0
6380, 0.7, 0.6008, 0
6385, 0.7, 0.6999999, 0
6390, 0.7, 0.5583999, 0
6395, 0.7, 0.6999999, 0
6400, 0.7, 0.6781332, 0
6405, 0.7, 0.6672, 0
6410, 0.7, 0.6642666, 0
6415, 0.7, 0.6994666, 0
6420, 0.7, 0.6983999, 0
6425, 0.7, 0.6967999, 0
6430, 0.7, 0.6925333, 0
6435, 0.7, 0.6269333, 0
6440, 0.7, 0.6837332, 0
6445, 0.7, 0.6815999, 0
6450, 0.7, 0.6653333, 0
6455, 0.7, 0.6632, 0
6460, 0.7, 0.6799999, 0
6465, 0.7, 0.6327999, 0
6470, 0.7, 0.6973332, 0
6475, 0.7, 0.6797333, 0
6480, 0.7, 0.6666667, 0
6485, 0.7, 0.6989333, 0
6490, 0.7, 0.6957332, 0
6495, 0.7, 0.6405333, 0
6500, 0.7, 0.6829332, 0
6505, 0.7, 0.6773332, 0
6510, 0.7, 0.6781332, 0
6515, 0.7, 0.6392, 0
6520, 0.7, 0.6978666, 0
6525, 0.7, 0.6879999, 0
6530, 0.7, 0.6551999, 0
6535, 0.7, 0.6999999, 0
6540, 0.7, 0.6874666, 0
6545, 0.7, 0.6759999, 0
6550, 0.7, 0.6999999, 0
6555, 0.7, 0.6781332, 0
6560, 0.7, 0.6344001, 0
6565, 0.7, 0.6826666, 0
6570, 0.7, 0.6967999, 0
6575, 0.7, 0.6935999, 0
6580, 0.7, 0.6872, 0
6585, 0.7, 0.6978666, 0
6590, 0.7, 0.6983999, 0
6595, 0.7, 0.6151999, 0
6600, 0.7, 0.6733332, 0
6605, 0.7, 0.6370665, 0
6610, 0.7, 0.6663999, 0
6615, 0.7, 0.6813332, 0
6620, 0.7, 0.6957333, 0
6625, 0.7, 0.6999999, 0
6630, 0.7, 0.6543999, 0
6635, 0.7, 0.6994666, 0
6640, 0.7, 0.6863999, 0
6645, 0.7, 0.6978666, 0
6650, 0.7, 0.6935999, 0
6655, 0.7, 0.6957333, 0
6660, 0.7, 0.6447999, 0
6665, 0.7, 0.6999999, 0
6670, 0.7, 0.6986666, 0
6675, 0.7, 0.6826667, 0
6680, 0.7, 0.6370666, 0
6685, 0.7, 0.6666666, 0
6690, 0.7, 0.6853332, 0
6695, 0.7, 0.6999999, 0
6700, 0.7, 0.6781332, 0
6705, 0.7, 0.6999999, 0
6710, 0.7, 0.6781332, 0
6715, 0.7, 0.6650666, 0
6720, 0.7, 0.6999999, 0
6725, 0.7, 0.6999999, 0
6730, 0.7, 0.6978666, 0
6735, 0.7, 0.6781332, 0
6740, 0.7, 0.6781332, 0
6745, 0.7, 0.6997332, 0
6750, 0.7, 0.6999999, 0
6755, 0.7, 0.6978666, 0
6760, 0.7, 0.6930666, 0
6765, 0.7, 0.6775999, 0
6770, 0.7, 0.6997332, 0
6775, 0.7, 0.6999999, 0
6780, 0.7, 0.6999999, 0
6785, 0.7, 0.6999999, 0
6790, 0.7, 0.6453333, 0
6795, 0.7, 0.6781332, 0
6800, 0.7, 0.6999999, 0
6805, 0.7, 0.6503999, 0
6810, 0.7, 0.6890666, 0
6815, 0.7, 0.6781332, 0
6820, 0.7, 0.6232, 0
6825, 0.7, 0.6999999, 0
6830, 0.7, 0.6813332, 0
6835, 0.7, 0.6645333, 0
6840, 0.7, 0.5458666, 0
6845, 0.7, 0.6575999, 0
6850, 0.7, 0.6685333, 0
6855, 0.7, 0.6845332, 0
6860, 0.7, 0.6672, 0
6865, 0.7, 0.6879998, 0
6870, 0.7, 0.6999999, 0
6875, 0.7, 0.6906666, 0
6880, 0.7, 0.6850666, 0
6885, 0.7, 0.6991999, 0
6890, 0.7, 0.6986666, 0
6895, 0.7, 0.6765333, 0
6900, 0.7, 0.6962665, 0
6905, 0.7, 0.6813332, 0
6910, 0.7, 0.6999999, 0
6915, 0.7, 0.6978666, 0
6920, 0.7, 0.6602666, 0
6925, 0.7, 0.6863999, 0
6930, 0.7, 0.6882666, 0
6935, 0.7, 0.6989332, 0
6940, 0.7, 0.6533333, 0
6945, 0.7, 0.6999999, 0
6950, 0.7, 0.6845332, 0
6955, 0.7, 0.6949332, 0
6960, 0.7, 0.6733333, 0
6965, 0.7, 0.6994666, 0
6970, 0.7, 0.6999999, 0
6975, 0.7, 0.6679999, 0
6980, 0.7, 0.6712, 0
6985, 0.7, 0.6954666, 0
6990, 0.7, 0.6514666, 0
6995, 0.7, 0.6765333, 0
7000, 0.7, 0.6701333, 0
7005, 0.7, 0.6933333, 0
7010, 0.7, 0.6831999, 0
7015, 0.7, 0.6877333, 0
7020, 0.7, 0.6927999, 0
7025, 0.7, 0.6690666, 0
7030, 0.7, 0.6967999, 0
7035, 0.7, 0.6882666, 0
7040, 0.7, 0.6914666, 0
7045, 0.7, 0.6914666, 0
7050, 0.7, 0.6594666, 0
7055, 0.7, 0.6999999, 0
7060, 0.7, 0.6999999, 0
7065, 0.7, 0.6983999, 0
7070, 0.7, 0.6999999, 0
7075, 0.7, 0.6845332, 0
7080, 0.7, 0.6999999, 0
7085, 0.7, 0.6632, 0
7090, 0.7, 0.6762666, 0
7095, 0.7, 0.6999999, 0
7100, 0.7, 0.6999999, 0
7105, 0.7, 0.6999999, 0
7110, 0.7, 0.6999999, 0
7115, 0.7, 0.6989332, 0
7120, 0.7, 0.6522666, 0
7125, 0.7, 0.6999999, 0
7130, 0.7, 0.6999999, 0
7135, 0.7, 0.6701333, 0
7140, 0.7, 0.6978666, 0
7145, 0.7, 0.6637332, 0
7150, 0.7, 0.6698666, 0
7155, 0.7, 0.6999999, 0
7160, 0.7, 0.6999999, 0
7165, 0.7, 0.6999999, 0
7170, 0.7, 0.6999999, 0
7175, 0.7, 0.6501332, 0
7180, 0.7, 0.6357333, 0
7185, 0.7, 0.6999999, 0
7190, 0.7, 0.6999999, 0
7195, 0.7, 0.6906666, 0
7200, 0.7, 0.6999999, 0
7205, 0.7, 0.6234667, 0
7210, 0.7, 0.6946666, 0
7215, 0.7, 0.6402666, 0
7220, 0.7, 0.6935999, 0
7225, 0.7, 0.6999999, 0
7230, 0.7, 0.6781332, 0
7235, 0.7, 0.6706666, 0
7240, 0.7, 0.6714666, 0
7245, 0.7, 0.6738666, 0
7250, 0.7, 0.66, 0
7255, 0.7, 0.6466666, 0
7260, 0.7, 0.6999999, 0
7265, 0.7, 0.6999999, 0
7270, 0.7, 0.6751999, 0
7275, 0.7, 0.6439999, 0
7280, 0.7, 0.6994666, 0
7285, 0.7, 0.6727999, 0
7290, 0.7, 0.6733332, 0
7295, 0.7, 0.6999999, 0
7300, 0.7, 0.6959999, 0
7305, 0.7, 0.6978666, 0
7310, 0.7, 0.6669332, 0
7315, 0.7, 0.6994666, 0
7320, 0.7, 0.6978666, 0
7325, 0.7, 0.6781332, 0
7330, 0.7, 0.6999999, 0
7335, 0.7, 0.6999999, 0
7340, 0.7, 0.6829332, 0
7345, 0.7, 0.6946666, 0
7350, 0.7, 0.6674666, 0
7355, 0.7, 0.6509333, 0
7360, 0.7, 0.6999999, 0
7365, 0.7, 0.6999999, 0
7370, 0.7, 0.6994666, 0
7375, 0.7, 0.6967999, 0
7380, 0.7, 0.6999999, 0
7385, 0.7, 0.6978666, 0
7390, 0.7, 0.6999999, 0
7395, 0.7, 0.6890666, 0
7400, 0.7, 0.6999999, 0
7405, 0.7, 0.6999999, 0
7410, 0.7, 0.6847999, 0
7415, 0.7, 0.6999999, 0
7420, 0.7, 0.6978666, 0
7425, 0.7, 0.6935999, 0
7430, 0.7, 0.6727999, 0
7435, 0.7, 0.6781332, 0
7440, 0.7, 0.6519999, 0
7445, 0.7, 0.6813332, 0
7450, 0.7, 0.6999999, 0
7455, 0.7, 0.6845332, 0
7460, 0.7, 0.6890666, 0
7465, 0.7, 0.6999999, 0
7470, 0.7, 0.6999999, 0
7475, 0.7, 0.6999999, 0
7480, 0.7, 0.6261332, 0
7485, 0.7, 0.6685333, 0
7490, 0.7, 0.6989333, 0
7495, 0.7, 0.6781332, 0
7500, 0.7, 0.6642666, 0
7505, 0.7, 0.6138667, 0
7510, 0.7, 0.6986666, 0
7515, 0.7, 0.6762666, 0
7520, 0.7, 0.6791999, 0
7525, 0.7, 0.6999999, 0
7530, 0.7, 0.6669332, 0
7535, 0.7, 0.6999999, 0
7540, 0.7, 0.6685333, 0
7545, 0.7, 0.6999999, 0
7550, 0.7, 0.6978666, 0
7555, 0.7, 0.6935999, 0
7560, 0.7, 0.6978666, 0
7565, 0.7, 0.6978666, 0
7570, 0.7, 0.6842666, 0
7575, 0.7, 0.6685332, 0
7580, 0.7, 0.6999999, 0
7585, 0.7, 0.6685332, 0
7590, 0.7, 0.6914665, 0
7595, 0.7, 0.6794666, 0
7600, 0.7, 0.6999999, 0
7605, 0.7, 0.5981333, 0
7610, 0.7, 0.6186667, 0
7615, 0.7, 0.6672, 0
7620, 0.7, 0.6999999, 0
7625, 0.7, 0.6989333, 0
7630, 0.7, 0.6781332, 0
7635, 0.7, 0.6981332, 0
7640, 0.7, 0.6983998, 0
7645, 0.7, 0.6623999, 0
7650, 0.7, 0.6999999, 0
7655, 0.7, 0.6999999, 0
7660, 0.7, 0.6978666, 0
7665, 0.7, 0.6994666, 0
7670, 0.7, 0.6999999, 0
7675, 0.7, 0.6999999, 0
7680, 0.7, 0.6333333, 0
7685, 0.7, 0.6213332, 0
7690, 0.7, 0.6055999, 0
7695, 0.7, 0.6370666, 0
7700, 0.7, 0.6922666, 0
7705, 0.7, 0.6999999, 0
7710, 0.7, 0.6487999, 0
7715, 0.7, 0.5837333, 0
7720, 0.7, 0.6999999, 0
7725, 0.7, 0.6983999, 0
7730, 0.7, 0.6525332, 0
7735, 0.7, 0.6831999, 0
7740, 0.7, 0.6685332, 0
7745, 0.7, 0.6535999, 0
7750, 0.7, 0.6693332, 0
7755, 0.7, 0.6877332, 0
7760, 0.7, 0.6938666, 0
7765, 0.7, 0.6999999, 0
7770, 0.7, 0.6946666, 0
7775, 0.7, 0.6957332, 0
7780, 0.7, 0.6957332, 0
7785, 0.7, 0.6290666, 0
7790, 0.7, 0.6957332, 0
7795, 0.7, 0.6999999, 0
7800, 0.7, 0.6999999, 0
7805, 0.7, 0.6999999, 0
7810, 0.7, 0.6999999, 0
7815, 0.7, 0.6781332, 0
7820, 0.7, 0.6978666, 0
7825, 0.7, 0.6957332, 0
7830, 0.7, 0.6682665, 0
7835, 0.7, 0.6999999, 0
7840, 0.7, 0.6546666, 0
7845, 0.7, 0.6999999, 0
7850, 0.7, 0.6999999, 0
7855, 0.7, 0.6999999, 0
7860, 0.7, 0.6991999, 0
7865, 0.7, 0.6672, 0
7870, 0.7, 0.6583999, 0
7875, 0.7, 0.6949333, 0
7880, 0.7, 0.6975999, 0
7885, 0.7, 0.604, 0
7890, 0.7, 0.6999999, 0
7895, 0.7, 0.6991999, 0
