0,0.496706,0.584
1,0.536941,0.584
2,0.536941,0.584
3,0.536941,0.584
4,0.536941,0.584
5,0.5372547,0.584
6,0.536941,0.584
7,0.536941,0.584
8,0.536941,0.584
9,0.5368626,0.584
10,0.536941,0.584
11,0.536941,0.584
12,0.536941,0.584
13,0.536941,0.584
14,0.536941,0.584
15,0.5357645,0.584
16,0.536941,0.584
17,0.536941,0.584
18,0.5355292,0.584
19,0.536941,0.584
20,0.5383527,0.608
21,0.6044704,0.608
22,0.6079999,0.608
23,0.6025881,0.648
24,0.6327846,0.648
25,0.6412552,0.692
26,0.6847058,0.692
27,0.6873724,0.692
28,0.6400002,0.696
29,0.6916859,0.696
30,0.6861173,0.696
31,0.6892545,0.696
32,0.6814114,0.696
33,0.6787447,0.696
34,0.6949016,0.696
35,0.6902742,0.696
36,0.6791369,0.696
37,0.6325487,0.696
38,0.6882349,0.696
39,0.6799996,0.696
40,0.6264313,0.696
41,0.6959996,0.696
42,0.6850193,0.696
43,0.6696467,0.696
44,0.6907448,0.696
45,0.6829801,0.696
46,0.6959996,0.696
47,0.6301175,0.696
48,0.6894115,0.696
49,0.6869016,0.696
50,0.6889408,0.696
51,0.69098,0.696
52,0.6923133,0.696
53,0.6938819,0.696
54,0.6948231,0.696
55,0.6862741,0.696
56,0.6946663,0.696
57,0.6843918,0.696
58,0.6860388,0.696
59,0.6869016,0.696
60,0.6644703,0.696
61,0.6630585,0.696
62,0.6899604,0.696
63,0.6874506,0.696
64,0.6959996,0.696
65,0.6902741,0.696
66,0.6849408,0.696
67,0.6904309,0.696
68,0.6892545,0.696
69,0.6959996,0.696
70,0.6207057,0.696
71,0.6815683,0.696
72,0.6639214,0.696
73,0.6588233,0.696
74,0.6883134,0.696
75,0.6849409,0.696
76,0.6905094,0.696
77,0.6898819,0.696
78,0.6847055,0.696
79,0.6876075,0.696
80,0.6818035,0.696
81,0.6959996,0.696
82,0.6927839,0.696
83,0.6861172,0.696
84,0.666588,0.696
85,0.6903525,0.696
86,0.6799212,0.696
87,0.6898035,0.696
88,0.6959996,0.696
89,0.6959996,0.696
90,0.6818821,0.696
91,0.6886271,0.696
92,0.6650194,0.696
93,0.6855683,0.696
94,0.6890192,0.696
95,0.6365489,0.696
96,0.6959996,0.696
97,0.6692547,0.696
98,0.6921565,0.696
99,0.6959996,0.696
100,0.6299608,0.696
101,0.6683133,0.696
102,0.6835291,0.696
103,0.6851761,0.696
104,0.691529,0.696
105,0.6556863,0.7
106,0.6748238,0.7
107,0.6863532,0.7
108,0.6864316,0.7
109,0.6965493,0.7
110,0.6352159,0.7
111,0.6890199,0.7
112,0.6573336,0.7
113,0.6731768,0.7
114,0.6821964,0.7
115,0.6960787,0.7
